annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;devise;date_tirage_format_unifie;fichier_source
2013069;"MARDI   ";27/08/2013;27/10/2013;7;40;38;43;30;6;2;-7-30-38-40-43-;-2-6-;0;0;0;1;2;513509,7;0;4;85584,9;4;29;5902,4;94;506;295,9;224;1162;128,8;301;1662;64,3;5019;27351;17,9;5507;27324;17,2;10367;53507;14,7;32092;162734;8,5;80486;428005;8,7;eur;2013-08-27;euromillions_2.csv
2013070;VENDREDI;30/08/2013;30/10/2013;45;25;17;36;2;5;9;-2-17-25-36-45-;-5-9-;1;2;12821112;1;13;122794,8;5;15;35474;14;77;3455,2;257;1226;189,8;425;2072;112,3;753;3360;49,4;10508;50261;15,2;10477;50919;14,3;18076;89764;13,7;56900;271821;7,9;154977;752836;7,7;eur;2013-08-30;euromillions_2.csv
2013071;"MARDI   ";03/09/2013;03/11/2013;5;18;16;42;9;7;9;-5-9-16-18-42-;-7-9-;0;0;0;1;5;203879,2;1;4;84949,6;23;59;2879,6;189;834;178,2;294;1425;104,3;582;2381;44,5;7863;33164;14,7;9086;39493;11,8;14562;67872;11,5;36712;162760;8,4;123138;548258;6,8;eur;2013-09-03;euromillions_2.csv
2013072;VENDREDI;06/09/2013;06/11/2013;25;11;32;23;37;7;4;-11-23-25-32-37-;-4-7-;0;2;12801474;1;6;265073,6;3;13;40780,5;24;83;3193,6;209;1118;207,4;398;2060;112,5;843;3809;43,4;12546;52366;14,5;11325;54417;13,3;19840;97414;12,5;65998;268135;8;167582;786226;7,4;eur;2013-09-06;euromillions_2.csv
2013073;"MARDI   ";10/09/2013;10/11/2013;7;28;30;14;11;2;10;-7-11-14-28-30-;-2-10-;0;0;0;6;17;59326,4;5;25;13447,3;15;47;3576,4;274;1206;121,9;821;3500;42;496;1851;56,7;5550;22714;21,2;9631;43643;10,5;24366;106863;7,2;25995;109177;12,5;109717;501752;7,3;eur;2013-09-10;euromillions_2.csv
2013074;VENDREDI;13/09/2013;13/11/2013;14;27;6;4;33;10;5;-4-6-14-27-33-;-5-10-;0;0;0;0;7;272629,4;4;12;53011,2;22;52;6116,6;462;1486;187,2;1107;3331;83,5;931;3110;63,9;12505;42189;21,6;20692;66028;13,2;49041;148465;9,9;64268;216635;11,9;282529;909287;7,6;eur;2013-09-13;euromillions_2.csv
2013075;"MARDI   ";17/09/2013;17/11/2013;44;17;21;42;13;11;9;-13-17-21-42-44-;-9-11-;0;0;0;1;3;363582,8;1;10;36358,2;7;39;4661,3;145;829;191,8;351;1896;83,8;312;1638;69,3;4384;23064;22,6;7504;36649;13,6;17098;82782;10,1;21761;114631;12,8;102679;502661;7,9;eur;2013-09-17;euromillions_2.csv
2013076;VENDREDI;20/09/2013;20/11/2013;5;11;38;35;45;2;3;-5-11-35-38-45-;-2-3-;0;0;0;0;4;416730,5;4;9;61737,8;7;48;5787,9;261;1333;182,3;475;2191;110,9;503;2466;70,4;7605;36146;22;12458;58110;13,1;21385;104759;12,2;42534;198698;11,3;185686;821926;7,4;eur;2013-09-20;euromillions_2.csv
2013077;"MARDI   ";24/09/2013;24/11/2013;43;20;10;28;26;9;11;-10-20-26-28-43-;-9-11-;0;0;0;2;8;145647,2;1;5;77678,5;7;33;5884,7;159;769;220,9;363;1687;100,7;309;1546;78,5;4515;22261;25;7528;33705;15,8;17982;79657;11,2;23837;117819;13,3;109996;495986;8,6;eur;2013-09-24;euromillions_2.csv
2013078;VENDREDI;27/09/2013;27/11/2013;41;15;11;38;43;6;2;-11-15-38-41-43-;-2-6-;0;1;65793284;0;5;357547,5;2;10;59591,2;17;91;3274,2;233;1092;238,7;450;2207;118,1;690;3222;57,7;10752;49379;17,3;10803;50055;16,3;21728;99397;13,8;62808;275793;8,7;170297;765310;8,5;eur;2013-09-27;euromillions_2.csv
2013079;"MARDI   ";01/10/2013;01/12/2013;19;44;48;25;23;9;8;-19-23-25-44-48-;-8-9-;0;0;0;2;4;251014,5;0;5;66937,2;14;33;5071;166;722;202,8;252;1278;114,5;339;1563;66,9;4718;22680;21,2;7171;33112;13,8;11538;58287;13,2;24045;118201;11,5;104813;489713;7,5;eur;2013-10-01;euromillions_2.csv
2013080;VENDREDI;04/10/2013;04/12/2013;50;35;6;24;20;5;10;-6-20-24-35-50-;-5-10-;0;0;0;2;7;222668,6;1;10;51956;8;52;4995,7;246;1259;180,5;374;1940;117,1;437;2256;71,9;6744;34294;21,7;8792;43254;16,5;19047;88361;13,5;35918;177687;11,8;140032;659199;8,6;eur;2013-10-04;euromillions_2.csv
2013081;"MARDI   ";08/10/2013;08/12/2013;23;24;33;42;26;5;3;-23-24-26-33-42-;-3-5-;0;0;0;0;0;0;1;5;283010,9;10;58;3049,6;116;643;240,7;256;1214;127,4;516;2549;43,3;7095;38549;13,1;7469;36590;13,2;12989;61007;13,4;38563;202774;7;110388;538582;7,2;eur;2013-10-08;euromillions_2.csv
2013082;VENDREDI;11/10/2013;11/12/2013;6;17;23;12;43;5;9;-6-12-17-23-43-;-5-9-;0;0;0;1;5;325019,1;3;19;28510,4;35;115;2355,2;382;1539;153,9;647;2807;84,4;1048;4304;39,3;14369;59686;13;15890;65915;11,2;27918;114941;10,8;70775;299851;7,3;213225;885135;6,7;eur;2013-10-11;euromillions_2.csv
2013083;"MARDI   ";15/10/2013;15/12/2013;39;18;27;43;47;7;4;-18-27-39-43-47-;-4-7-;0;1;50899071;1;2;569896,7;3;10;37993,1;24;76;2499,5;237;985;168,7;426;1857;89,5;644;2682;44,2;8376;35849;15,2;7956;36882;14,1;14502;68093;12,9;43314;186669;8,2;105933;512393;8,1;eur;2013-10-15;euromillions_2.csv
2013084;VENDREDI;18/10/2013;18/12/2013;25;36;47;46;5;2;6;-5-25-36-46-47-;-2-6-;0;0;0;1;3;489776,8;0;3;163258,9;4;36;6802,4;133;727;294,7;279;1589;134,8;440;2195;69,7;7732;36632;19,2;7142;36127;18,6;14101;71811;15,7;48315;222425;8,9;122719;582226;9,2;eur;2013-10-18;euromillions_2.csv
2013085;"MARDI   ";22/10/2013;22/12/2013;39;33;29;44;41;9;11;-29-33-39-41-44-;-9-11-;0;0;0;0;0;0;1;2;655757,3;3;24;6830,8;97;503;285,1;230;1147;125;241;1324;77,3;3465;18873;24,9;4851;25620;17,5;10652;54533;13,9;18473;99379;13,4;72824;381706;9,4;eur;2013-10-22;euromillions_2.csv
2013086;VENDREDI;25/10/2013;25/12/2013;2;31;38;3;10;6;10;-2-3-10-31-38-;-6-10-;0;1;31714028;1;3;507822,7;0;1;507822,7;7;47;5402,3;164;766;290;382;1783;124,6;370;1845;86;5504;27965;26,1;9173;40929;17;22833;97629;12;28604;150990;13,6;135587;616414;9;eur;2013-10-25;euromillions_2.csv
2013087;"MARDI   ";29/10/2013;29/12/2013;32;9;10;30;37;6;2;-9-10-30-32-37-;-2-6-;1;1;15000000;2;4;235100,1;1;3;104488,9;4;31;5055,9;82;518;264,7;182;1011;135,6;299;1556;62,9;5216;26924;16,7;4944;25128;17,1;10281;50714;14,2;30496;152910;8,3;84782;416630;8,2;eur;2013-10-29;euromillions_2.csv
2013088;VENDREDI;01/11/2013;01/01/2014;19;33;29;30;7;3;8;-7-19-29-30-33-;-3-8-;0;0;0;2;6;222779,1;2;14;31825,5;17;73;3051,7;224;1112;175,2;368;2011;96,9;814;3343;41,6;11089;47216;13,5;11126;51295;11,9;19857;94942;10,8;54043;234186;7,7;151365;708105;6,9;eur;2013-11-01;euromillions_2.csv
2013089;"MARDI   ";05/11/2013;05/01/2014;35;38;12;13;6;2;3;-6-12-13-35-38-;-2-3-;0;1;21594781;1;3;329739;3;5;65947,8;11;33;4996;152;763;189;244;1338;107,8;319;1600;64,4;4996;24147;19,6;7717;35410;12,8;12399;60519;12,5;24887;122698;10,9;115197;529755;6,8;eur;2013-11-05;euromillions_2.csv
2013090;VENDREDI;08/11/2013;08/01/2014;35;20;42;43;28;8;10;-20-28-35-42-43-;-8-10-;1;2;7500000;0;5;291709,5;0;3;162060,8;9;41;5929;185;805;264,2;394;1731;122,8;370;1766;86;5245;25454;27,4;8432;37874;17,6;18576;82224;13,6;28297;134688;14,6;122493;559249;9,5;eur;2013-11-08;euromillions_2.csv
2013091;"MARDI   ";12/11/2013;12/01/2014;29;48;40;37;14;11;2;-14-29-37-40-48-;-2-11-;0;0;0;1;5;192021,6;2;6;53339,3;6;24;6667,4;127;600;233,3;273;1303;107,4;203;1159;86,2;2934;16861;27,2;4531;23969;18,3;10303;53292;13,8;16951;93111;13,9;66942;356791;9,8;eur;2013-11-12;euromillions_2.csv
2013092;VENDREDI;15/11/2013;15/01/2014;13;42;3;15;29;4;1;-3-13-15-29-42-;-1-4-;0;1;100000000;3;9;328771;3;24;41096,3;29;126;3913,9;686;2463;175,1;1492;5594;77,1;1268;5076;60,7;18181;70063;20,2;28442;105363;12,8;59433;227662;10;93953;361622;11;386413;1426925;7,6;eur;2013-11-15;euromillions_2.csv
2013093;"MARDI   ";19/11/2013;19/01/2014;45;14;19;36;15;1;10;-14-15-19-36-45-;-1-10-;0;0;0;0;4;245427,6;2;7;46748,1;1;19;8611,4;90;465;307,8;246;1188;120,5;220;1017;100,5;3583;16244;28,9;4877;23652;19;12222;59713;12,6;19968;87926;15,1;78645;367278;9,8;eur;2013-11-19;euromillions_2.csv
2013094;VENDREDI;22/11/2013;22/01/2014;40;26;13;25;50;8;9;-13-25-26-40-50-;-8-9-;0;0;0;5;13;119096,2;3;12;43006,9;8;60;4300,6;225;1147;196,8;435;2046;110,3;502;2333;69,1;7412;34268;21,6;10940;51534;13,7;19523;95111;12,5;39790;179120;11,7;165800;747478;7,5;eur;2013-11-22;euromillions_2.csv
2013095;"MARDI   ";26/11/2013;26/01/2014;44;27;23;42;19;5;3;-19-23-27-42-44-;-3-5-;0;1;32148861;1;2;512038,9;5;8;42669,9;19;64;2666,8;177;912;163,7;330;1578;94,6;595;3135;34;7989;43853;11,1;8305;40358;11,6;13879;66459;11,8;38408;209623;6,6;115489;559194;6,7;eur;2013-11-26;euromillions_2.csv
2013096;VENDREDI;29/11/2013;29/01/2014;10;23;7;2;43;4;7;-2-7-10-23-43-;-4-7-;0;1;15000000;2;5;297135,9;1;6;82537,7;22;82;3019,6;429;1525;142;636;2579;84;1135;4070;38;14751;55389;12,8;16255;63534;10,7;26403;108386;10,5;68086;265961;7,5;196639;819372;6,6;eur;2013-11-29;euromillions_2.csv
2013097;"MARDI   ";03/12/2013;02/02/2014;32;6;29;15;13;2;9;-6-13-15-29-32-;-2-9-;0;0;0;1;2;475347,3;1;3;105632,7;15;65;2437,6;165;858;161,5;330;1668;83,1;574;2266;43,7;7286;29285;15,5;7493;36385;11,9;13768;68753;10,6;36119;145288;8,8;103540;494730;7;eur;2013-12-03;euromillions_2.csv
2013098;VENDREDI;06/12/2013;05/02/2014;18;31;36;2;1;7;10;-1-2-18-31-36-;-7-10-;0;0;0;0;2;741485,4;0;5;98864,7;9;37;6680;140;657;329,1;329;1603;134,9;379;1700;90,8;5663;25447;27,9;8398;37181;18,2;18219;80648;14,1;31710;139978;14,3;137514;590296;9,2;eur;2013-12-06;euromillions_2.csv
2013099;"MARDI   ";10/12/2013;09/02/2014;49;50;24;6;35;7;1;-6-24-35-49-50-;-1-7-;0;0;0;0;2;511544,5;0;4;85257,4;6;31;5500,4;102;601;248,2;287;1577;94,6;291;1529;69,7;4819;22652;21,6;5295;27960;16,7;10267;54970;14,3;28684;129449;10,7;84140;421703;8,8;eur;2013-12-10;euromillions_2.csv
2013100;VENDREDI;13/12/2013;12/02/2014;24;22;23;1;31;6;11;-1-22-23-24-31-;-6-11-;0;0;0;2;4;486045;2;15;43204;18;50;6480,6;365;1140;248,7;944;2784;101,8;747;2533;79,9;11246;36424;25,5;16921;53266;16,7;42176;126441;11,8;64436;209868;12,5;252971;798804;8,9;eur;2013-12-13;euromillions_2.csv
2013101;"MARDI   ";17/12/2013;16/02/2014;41;6;8;37;27;7;10;-6-8-27-37-41-;-7-10-;0;0;0;2;5;232157,9;1;3;128976,6;9;32;6045,7;172;696;243,2;313;1507;112,3;300;1403;86,1;4799;21886;25,4;7033;32195;16,5;14899;69142;12,9;25603;116134;13,5;110372;497873;8,5;eur;2013-12-17;euromillions_2.csv
2013102;VENDREDI;20/12/2013;19/02/2014;13;22;17;43;12;10;3;-12-13-17-22-43-;-3-10-;0;0;0;1;6;297853,4;3;14;42550,4;16;61;4882,8;376;1341;194,3;722;2966;87,8;692;2724;68,3;10464;39669;21,5;16359;64216;12,7;35811;140480;9,8;50362;198624;12,1;225186;892592;7,3;eur;2013-12-20;euromillions_2.csv
2013103;"MARDI   ";24/12/2013;23/02/2014;5;31;43;50;19;6;2;-5-19-31-43-50-;-2-6-;0;0;0;1;5;310481,9;1;8;64683,7;8;46;5624,6;204;1008;224,5;490;2232;101,4;610;2731;59,2;8840;41355;17,9;10256;45377;15,6;21139;93673;12,7;51249;232031;9;153326;677996;8,3;eur;2013-12-24;euromillions_2.csv
2013104;VENDREDI;27/12/2013;26/02/2014;1;22;6;13;28;10;5;-1-6-13-22-28-;-5-10-;0;0;0;3;11;159061,4;7;28;20829,4;21;87;3351,8;519;1888;135,1;1232;4306;59,2;780;3264;55,8;9679;42466;19,7;18023;70862;11,3;43249;157019;8,5;44022;206501;11,4;217512;900498;7,1;eur;2013-12-27;euromillions_2.csv
2013105;"MARDI   ";31/12/2013;02/03/2014;29;45;24;20;13;7;3;-13-20-24-29-45-;-3-7-;0;0;0;1;12;181797,4;1;6;121198,2;21;101;3599,9;332;1558;204,2;599;2889;110,1;1283;5906;38,4;19476;85971;12,1;16337;75791;13,1;29231;138296;12,1;97636;439456;6,7;233087;1082996;7,3;eur;2013-12-31;euromillions_2.csv
2014001;VENDREDI;03/01/2014;05/03/2014;3;44;27;38;31;3;8;-3-27-31-38-44-;-3-8-;0;0;0;0;7;326662;1;9;84690,1;22;105;3629,5;331;1554;214,5;584;2856;116,7;1405;5393;44,1;19586;74946;14,6;17020;74369;14;29630;135489;13;98164;380968;8,1;255676;1107116;7,5;eur;2014-01-03;euromillions_2.csv
2014002;"MARDI   ";07/01/2014;09/03/2014;2;45;20;27;33;6;10;-2-20-27-33-45-;-6-10-;1;2;65138886;3;9;235913,8;6;17;41631,8;13;68;5203,9;322;1285;240,9;718;2951;104,9;636;2945;75;8841;41977;24,2;13623;58237;16,7;32291;134170;12,1;47823;225576;12,7;200705;861760;9;eur;2014-01-07;euromillions_2.csv
2014003;VENDREDI;10/01/2014;12/03/2014;1;27;2;11;29;10;1;-1-2-11-27-29-;-1-10-;0;0;0;4;10;162679,5;3;19;28540,2;14;59;4595,4;341;1287;184,3;846;3095;76,6;557;2317;73,1;7898;31875;24,4;13769;55529;13,4;34021;133944;9,3;36984;156812;14;175699;735151;8,1;eur;2014-01-10;euromillions_2.csv
2014004;"MARDI   ";14/01/2014;16/03/2014;25;18;20;26;37;11;10;-18-20-25-26-37-;-10-11-;0;0;0;0;2;549286,5;1;7;52313;9;41;4465,7;101;495;323,6;299;1350;118,6;282;1348;84,8;3694;19465;27;5126;24926;20,2;15300;69730;12,1;20241;106972;13,9;77039;374843;10,7;eur;2014-01-14;euromillions_2.csv
2014005;VENDREDI;17/01/2014;19/03/2014;26;19;33;42;32;10;4;-19-26-32-33-42-;-4-10-;0;0;0;0;2;805957,9;1;8;67163,1;8;37;7260,8;183;865;271,7;500;2208;106,4;416;1834;91,5;6261;27909;27,6;9159;41632;17,7;20954;96219;12,9;33173;149982;14,5;138783;629065;9,3;eur;2014-01-17;euromillions_2.csv
2014006;"MARDI   ";21/01/2014;23/03/2014;4;42;35;48;12;5;8;-4-12-35-42-48-;-5-8-;0;0;0;0;3;378941,7;1;9;42104,6;14;60;3157,8;171;763;217,2;251;1302;127,3;479;2439;48,5;7773;37093;14,6;7047;34015;15,3;13022;61786;14,1;42610;205569;7,4;109362;522270;7,9;eur;2014-01-21;euromillions_2.csv
2014007;VENDREDI;24/01/2014;26/03/2014;19;41;35;34;5;1;5;-5-19-34-35-41-;-1-5-;0;0;0;2;7;240106,4;0;5;112049,6;6;64;4376,9;179;948;258,5;359;1919;127,7;529;2665;65,6;9848;43978;18,3;9735;47370;16,2;17981;88489;14,6;54354;234265;9,7;163809;758461;8,1;eur;2014-01-24;euromillions_2.csv
2014008;"MARDI   ";28/01/2014;30/03/2014;18;23;48;20;42;2;9;-18-20-23-42-48-;-2-9-;0;0;0;2;5;241803,4;0;5;80601,1;5;31;6500;126;710;248,3;270;1377;128;445;2008;62,7;8043;32728;17,7;7005;35142;15,7;12995;66640;13,9;46946;185945;8,8;116109;548933;8;eur;2014-01-28;euromillions_2.csv
2014009;VENDREDI;31/01/2014;02/04/2014;10;15;31;8;16;8;9;-8-10-15-16-31-;-8-9-;1;1;72149579;0;2;917680;2;12;50982,2;14;75;4078,5;435;1620;165,2;696;2832;94,5;734;3220;59,3;9982;43527;20,2;17329;69584;12;30360;130093;10,8;46898;215855;11,5;225476;950121;7;eur;2014-01-31;euromillions_2.csv
2014010;"MARDI   ";04/02/2014;06/04/2014;37;1;33;21;38;8;4;-1-21-33-37-38-;-4-8-;0;0;0;0;1;1014692,9;2;6;56371,8;3;18;9395,3;106;493;300,1;184;1026;144,2;376;1634;64,6;5740;26279;18,5;5305;26166;17,7;11013;53044;14,7;34768;151424;9;90441;422991;8,7;eur;2014-02-04;euromillions_3.csv
2014011;VENDREDI;07/02/2014;09/04/2014;17;19;47;3;46;9;10;-3-17-19-46-47-;-9-10-;0;1;25315477;1;2;773660,7;2;10;51577,3;10;47;5486,9;182;867;260,2;421;1952;115,5;341;1704;94,5;5397;26398;28;9143;41519;17;21369;94587;12,6;28393;138345;15,1;143732;630272;9;eur;2014-02-07;euromillions_3.csv
2014012;"MARDI   ";11/02/2014;13/04/2014;47;25;8;17;41;1;2;-8-17-25-41-47-;-1-2-;0;0;0;1;2;493913,6;2;8;41159,4;5;22;7483,5;148;646;223;316;1378;104,5;298;1343;76,6;4318;19763;23,9;6659;29097;15,5;12780;59743;12,7;23670;111086;12;99636;427175;8,4;eur;2014-02-11;euromillions_3.csv
2014013;VENDREDI;14/02/2014;16/04/2014;19;39;4;2;6;2;7;-2-4-6-19-39-;-2-7-;0;1;25543227;1;6;263580,6;3;10;52716,1;37;91;2896,4;480;1531;150,6;721;2407;95,8;1392;4417;37,2;18101;58602;12,9;19675;65796;11;29927;107491;11,3;86662;292652;7,3;238699;843544;6,8;eur;2014-02-14;euromillions_3.csv
2014014;"MARDI   ";18/02/2014;20/04/2014;36;37;26;23;49;6;7;-23-26-36-37-49-;-6-7-;0;0;0;0;0;0;1;2;649098,6;13;36;4507,6;102;529;268,4;192;1024;138,6;272;1453;69,8;4492;21462;21,7;5895;27430;16,2;10360;48987;15,3;25278;118157;11,1;95606;428931;8,3;eur;2014-02-18;euromillions_3.csv
2014015;VENDREDI;21/02/2014;23/04/2014;28;13;17;30;32;5;7;-13-17-28-30-32-;-5-7-;0;0;0;1;5;298934,3;2;7;71174,8;31;140;1779,3;364;1624;134,2;614;2466;88,3;1122;5118;30,4;15296;67179;10,6;14730;63785;10,7;24117;101221;11,3;74834;320920;6,3;199999;852197;6,4;eur;2014-02-21;euromillions_3.csv
2014016;"MARDI   ";25/02/2014;27/04/2014;42;21;25;28;35;6;4;-21-25-28-35-42-;-4-6-;0;0;0;2;2;519074;1;8;43256,1;10;61;2836,4;218;975;155,2;422;2168;69,8;504;2212;48,8;6706;30467;16,3;6573;32531;14,6;14005;67662;11,8;36421;158935;8,8;94761;457694;8,3;eur;2014-02-25;euromillions_3.csv
2014017;VENDREDI;28/02/2014;30/04/2014;38;44;32;12;43;2;7;-12-32-38-43-44-;-2-7-;0;1;42517715;0;2;797418,8;0;6;88602;21;62;4287,1;197;1040;223,6;339;1816;128;816;3401;48,8;11932;48286;15,8;10722;49277;14,8;18676;89325;13,7;67831;269402;8;156262;708467;8,2;eur;2014-02-28;euromillions_3.csv
2014018;"MARDI   ";04/03/2014;04/05/2014;3;22;5;27;44;6;1;-3-5-22-27-44-;-1-6-;0;0;0;0;1;1000384;1;8;41682,6;7;35;4763,7;143;740;197,1;431;1845;79;414;1797;57,9;5781;25754;18,6;7546;33944;13,5;17320;79135;9,7;29093;130689;10,3;109994;486135;7,5;eur;2014-03-04;euromillions_3.csv
2014019;VENDREDI;07/03/2014;07/05/2014;38;10;40;5;41;1;8;-5-10-38-40-41-;-1-8-;0;0;0;2;6;453509,3;1;11;82456,2;14;69;6572,5;357;1449;273,8;733;3224;123;946;3776;75;14818;58818;22,1;17175;74171;16,8;35163;150526;13,9;83378;324122;11,3;276831;1155676;8,6;eur;2014-03-07;euromillions_3.csv
2014020;"MARDI   ";11/03/2014;11/05/2014;1;4;44;33;23;8;7;-1-4-23-33-44-;-7-8-;0;0;0;1;5;366735,3;4;11;55565,9;10;74;4129,9;306;1442;185,4;553;2768;96,6;595;2932;65,1;8776;42825;20,5;13814;65280;12,8;24659;120281;11,7;44848;220943;11,2;199280;935215;7,1;eur;2014-03-11;euromillions_3.csv
2014021;VENDREDI;14/03/2014;14/05/2014;30;24;6;27;25;9;5;-6-24-25-27-30-;-5-9-;0;1;129384564;1;7;367715,3;4;17;50470,7;28;126;3404,7;450;2050;183,1;838;3745;100,2;1174;5844;45,8;16773;83444;14,7;19914;92491;12,7;36385;167378;11,8;86634;440246;7,9;272517;1297395;7,2;eur;2014-03-14;euromillions_3.csv
2014022;"MARDI   ";18/03/2014;18/05/2014;27;36;34;8;39;5;10;-8-27-34-36-39-;-5-10-;0;0;0;0;4;253982;0;4;84660,6;0;31;5461,9;115;666;222,4;226;1218;121,6;241;1395;75,8;3700;21415;22,7;5514;29748;15,6;12236;59652;13,1;21458;115911;11,8;83297;427349;8,7;eur;2014-03-18;euromillions_3.csv
2014023;VENDREDI;21/03/2014;21/05/2014;37;7;39;30;42;7;5;-7-30-37-39-42-;-5-7-;0;1;25493153;0;3;524657,6;2;8;65582,2;17;66;3974,6;189;898;255,6;333;1678;136,7;733;3736;43,8;12855;60227;12,5;9988;48593;14,8;16642;80878;15;72314;329336;6,4;161130;760822;7,5;eur;2014-03-21;euromillions_3.csv
2014024;"MARDI   ";25/03/2014;25/05/2014;28;50;26;7;20;8;2;-7-20-26-28-50-;-2-8-;0;0;0;0;5;195729,7;1;3;108738,7;6;44;3707;160;666;214,2;307;1399;102;481;2308;44,1;7333;33757;13,8;7068;32234;13,9;13493;64627;11,6;36420;172691;7,6;101147;479144;7,4;eur;2014-03-25;euromillions_3.csv
2014025;VENDREDI;28/03/2014;28/05/2014;3;43;19;28;4;3;7;-3-4-19-28-43-;-3-7-;0;1;25329483;0;6;258237;1;7;73782;30;118;2188,4;358;1335;169,2;548;2358;95,8;1409;5569;28,9;18487;77548;9,5;14200;60019;11,8;22308;100776;11,8;85389;368327;5,6;192800;844206;6,7;eur;2014-03-28;euromillions_3.csv
2014026;"MARDI   ";01/04/2014;01/06/2014;44;38;18;16;26;10;8;-16-18-26-38-44-;-8-10-;0;1;15000000;1;4;242827,8;0;2;161885,2;3;47;3444,3;113;690;205,2;284;1415;100,1;249;1355;74,6;3466;18327;25,3;5515;28557;15,5;12696;62174;12;17746;93424;14;80526;403902;8,8;eur;2014-04-01;euromillions_3.csv
2014027;VENDREDI;04/04/2014;04/06/2014;50;45;28;6;10;10;11;-6-10-28-45-50-;-10-11-;0;0;0;0;2;735283,2;1;4;122547,2;10;51;4805,7;201;863;248,5;502;2260;94,8;404;2093;73,1;5853;31300;22,5;8070;37499;17,9;23287;101267;11,1;28024;149560;13,3;113905;532451;10,1;eur;2014-04-04;euromillions_3.csv
2014028;"MARDI   ";08/04/2014;08/06/2014;42;11;29;18;49;11;4;-11-18-29-42-49-;-4-11-;0;0;0;0;5;199536,9;0;6;55426,9;16;37;4494;151;636;228,7;348;1522;95,5;278;1397;74,3;4010;19798;24,1;6462;29635;15,4;14039;64621;11,9;19089;98177;13,7;90921;426196;8,5;eur;2014-04-08;euromillions_3.csv
2014029;VENDREDI;11/04/2014;11/06/2014;8;33;30;12;19;4;11;-8-12-19-30-33-;-4-11-;0;0;0;0;11;146639;6;19;28298,7;17;50;5376,7;312;1400;168;887;3636;64,6;459;2354;71,3;5964;31403;24,6;12513;55625;13,2;32484;137637;9;29530;159450;13,6;155675;730741;8;eur;2014-04-11;euromillions_3.csv
2014030;"MARDI   ";15/04/2014;15/06/2014;14;50;47;26;3;7;11;-3-14-26-47-50-;-7-11-;0;0;0;0;3;353233,3;3;8;44154,1;6;27;6541,3;136;720;214,6;235;1354;114,1;231;1433;77;4024;21630;23,4;5566;30128;16,1;11120;63133;12,9;21508;114719;12,5;85316;450080;8,6;eur;2014-04-15;euromillions_3.csv
2014031;VENDREDI;18/04/2014;18/06/2014;21;47;31;39;24;3;7;-21-24-31-39-47-;-3-7-;0;0;0;0;1;1540885,6;1;8;64203,5;19;72;3566,8;235;1051;213,8;381;1976;113,7;796;3717;43,1;12413;58244;12,6;9160;45256;15,6;16143;82988;14,3;73182;329046;6,3;140219;680275;8,3;eur;2014-04-18;euromillions_3.csv
2014032;"MARDI   ";22/04/2014;22/06/2014;20;46;15;24;13;8;1;-13-15-20-24-46-;-1-8-;0;0;0;1;2;530391,1;1;3;117864,7;4;32;5524,9;119;676;228,8;248;1370;112,9;348;1718;64,3;4986;24693;20,5;6621;33356;14,5;13267;69076;11,8;25840;129071;11,1;96049;490383;7,9;eur;2014-04-22;euromillions_3.csv
2014033;VENDREDI;25/04/2014;25/06/2014;13;49;44;21;24;9;1;-13-21-24-44-49-;-1-9-;0;0;0;2;4;417655,3;5;14;39776,7;24;87;3200,4;246;1248;195,2;504;2406;101,2;686;3234;53,8;9825;45733;17,5;10608;54163;14,1;21885;111497;11,5;49817;233461;9,6;150858;768789;7,9;eur;2014-04-25;euromillions_3.csv
2014034;"MARDI   ";29/04/2014;29/06/2014;35;26;18;23;44;3;11;-18-23-26-35-44-;-3-11-;0;0;0;3;3;433234,3;3;8;54154,2;12;46;4709;159;1000;189,5;380;2087;90,8;345;1826;74,1;4543;25179;24,7;7101;40932;14,5;15481;86973;11,5;23062;131887;13,3;99257;566592;8,4;eur;2014-04-29;euromillions_3.csv
